"","population","county","state","median_age","household_income","per_capita_income","poverty_count","poverty_rate","unemployment_rate"
"578",23730,"Jerome","Idaho",32.7,52921,21461,4478,18.8706278971766,1.72777075431943
"579",157322,"Kootenai","Idaho",40.2,57242,29948,18244,11.5965980600297,2.00099159685232
"580",39505,"Latah","Idaho",28.7,49158,27011,6571,16.6333375522086,2.24781673205923
"581",7847,"Lemhi","Idaho",52.1,39324,25075,938,11.9536128456735,1.91155855741048
"582",3838,"Lewis","Idaho",48.6,41198,24094,614,15.9979155810318,2.3970818134445
"583",5350,"Lincoln","Idaho",35.1,50053,21656,641,11.981308411215,1.81308411214953
"584",39100,"Madison","Idaho",23.5,39160,16585,11937,30.5294117647059,3.37851662404092
"585",20705,"Minidoka","Idaho",35.2,53370,24262,3428,16.5563873460517,1.75802946148273
"586",40217,"Nez Perce","Idaho",40.8,58107,29544,5215,12.967153193923,1.87234254171122
"587",4385,"Oneida","Idaho",38.6,53841,22120,495,11.2884834663626,0.456100342075257
"588",11552,"Owyhee","Idaho",38.9,43798,22806,1832,15.8587257617729,1.62742382271468
"589",23260,"Payette","Idaho",40.4,50579,25768,3062,13.1642304385211,2.44625967325881
"590",7671,"Power","Idaho",38.3,48823,23343,871,11.3544518315735,3.154738625994
"591",12609,"Shoshone","Idaho",47.3,39386,23987,2398,19.0181616305813,3.52922515663415
"592",11426,"Teton","Idaho",37.2,74216,31191,512,4.48100822685104,3.07194118676702
"593",84869,"Twin Falls","Idaho",34.7,52919,25352,11975,14.1099812652441,1.61425255393607
"594",10709,"Valley","Idaho",50.6,64475,33709,764,7.13418619852461,0.76571108413484
"595",10057,"Washington","Idaho",45.4,40992,22650,1328,13.2047330217759,1.76991150442478
"596",66085,"Adams","Illinois",41.5,52993,30343,8031,12.1525308315049,2.2773700537187
"597",6260,"Alexander","Illinois",45.3,36806,19519,1553,24.8083067092652,2.57188498402556
"598",16589,"Bond","Illinois",41.6,57289,28119,2098,12.6469347157755,1.42262945325216
"599",53537,"Boone","Illinois",38.5,69272,31943,5341,9.97627808805125,3.16977043913555
"600",6628,"Brown","Illinois",38.9,61655,23070,549,8.28304164152082,1.41822570911285
"601",33122,"Bureau","Illinois",44.4,57436,30255,4040,12.1973310790411,2.52098303242558
"602",4830,"Calhoun","Illinois",46.8,63009,28822,548,11.3457556935818,1.30434782608696
"603",14466,"Carroll","Illinois",48.3,52410,29166,1511,10.4451818056132,2.71671505599336
"604",12493,"Cass","Illinois",40,52373,26992,1822,14.5841671335948,3.31385575922517
"605",209922,"Champaign","Illinois",30.1,52797,30578,38859,18.5111612884786,2.47282323910786
"606",32931,"Christian","Illinois",43.4,52834,27361,3831,11.633415322948,1.50921624001701
"607",15716,"Clark","Illinois",42.3,56531,30796,1718,10.9315347416645,2.82514634767116
"608",13287,"Clay","Illinois",42.6,48500,26815,2153,16.2038082336118,2.39331677579589
"609",37634,"Clinton","Illinois",40.6,66639,31783,2733,7.26205027368869,1.31529999468566
"610",51353,"Coles","Illinois",35.7,46202,28084,9932,19.3406422214866,2.91706424162172
"611",5198275,"Cook","Illinois",36.8,64660,37552,734470,14.1291101374975,3.71290476167575
"612",18972,"Crawford","Illinois",41.8,49779,26546,1934,10.1939700611427,2.26649799704828
"613",10836,"Cumberland","Illinois",42.5,56206,27812,1483,13.6858619416759,1.54115909929863
"614",15932,"De Witt","Illinois",43.6,55587,30729,1768,11.0971629425056,2.49811699723826
"615",104366,"DeKalb","Illinois",31.1,63317,29430,16531,15.8394496291896,3.46472989287699
"616",19623,"Douglas","Illinois",37.8,56714,28139,2089,10.6456708963971,1.97217550833206
"617",929060,"DuPage","Illinois",39.3,92809,46272,58397,6.28560049942953,2.24237401244268
"618",17407,"Edgar","Illinois",45.2,53647,27797,2054,11.7998506348021,2.5794220715804
"619",6455,"Edwards","Illinois",43.5,51080,28255,649,10.0542215336948,2.54066615027111
"620",34137,"Effingham","Illinois",39.4,56685,31665,3571,10.4607903447872,1.43832205524797
"621",21565,"Fayette","Illinois",41.9,46650,23194,3421,15.863667980524,2.43450034778576
"622",13270,"Ford","Illinois",43.4,52092,28957,1785,13.4513941220799,2.24566691785983
"623",38923,"Franklin","Illinois",42.8,42769,24098,7425,19.0761246563728,3.28854404850602
"624",35092,"Fulton","Illinois",43.2,51643,27741,4769,13.5899920209734,2.91519434628975
"625",5064,"Gallatin","Illinois",45.6,44076,33377,1050,20.7345971563981,2.07345971563981
"626",13132,"Greene","Illinois",42.5,49885,25414,1666,12.6865671641791,1.22601279317697
"627",50666,"Grundy","Illinois",37.9,77350,35208,3814,7.52773062803458,2.17305490861722
"628",8176,"Hamilton","Illinois",43.6,54046,27702,747,9.13649706457926,1.3454011741683
"629",17983,"Hancock","Illinois",46,52561,28576,2423,13.4738364010454,2.69143079575154
"630",3939,"Hardin","Illinois",46.8,51250,28932,501,12.7189642041127,5.22975374460523
"631",6809,"Henderson","Illinois",50,53676,28950,527,7.73975620502276,2.80511088265531
"632",49267,"Henry","Illinois",43.1,59933,30345,5235,10.6257738445613,2.22258306777356
"633",27812,"Iroquois","Illinois",44.4,52700,27574,3378,12.1458363296419,2.41981878325902
"634",57977,"Jackson","Illinois",31.9,37241,24804,14307,24.6770270969522,4.04643220587474
"635",9594,"Jasper","Illinois",43.1,54256,25849,1288,13.4250573274964,2.39733166562435
"636",37985,"Jefferson","Illinois",40.9,49896,26466,6046,15.9168092668158,3.26971172831381
"637",21937,"Jersey","Illinois",42.9,63028,30182,2068,9.42699548707663,1.52254182431508
"638",21588,"Jo Daviess","Illinois",49.9,57946,34437,1824,8.4491384102279,1.94552529182879
"639",12494,"Johnson","Illinois",43.7,52774,23140,1097,8.78021450296142,1.36865695533856
"640",531376,"Kane","Illinois",37.3,79394,36270,49371,9.29116106109422,2.55732287495107
"641",110637,"Kankakee","Illinois",37.7,58902,27984,15039,13.5931017652322,2.52085649466273
"642",126054,"Kendall","Illinois",35.2,96563,36382,5647,4.47982610627191,2.41563139606835
"643",50508,"Knox","Illinois",42.1,44129,24545,8413,16.6567672447929,2.26696760909163
"644",701473,"Lake","Illinois",38.4,89427,45766,54273,7.73700484551793,2.75947898208484
"645",109737,"LaSalle","Illinois",41.9,58142,30277,14186,12.927271567475,2.92061929886911
"646",16033,"Lawrence","Illinois",42.4,46636,23613,2212,13.7965446267074,2.44495727561904
"647",34389,"Lee","Illinois",43.2,58194,29984,3874,11.2652301608072,1.62842769490244
"648",36040,"Livingston","Illinois",42,55160,27925,5057,14.0316315205327,2.36958934517203
"649",29003,"Logan","Illinois",40.1,57308,27546,2323,8.00951625693894,2.54456435541151
"650",105528,"Macon","Illinois",41.1,50480,29644,17295,16.389015237662,3.63315897202638
"651",45463,"Macoupin","Illinois",43.7,55159,28809,6175,13.5824736598993,3.2004047247212
"652",264776,"Madison","Illinois",40.2,60738,32427,34266,12.9415052723812,3.09393600628456
"653",37743,"Marion","Illinois",42.2,47519,25563,6493,17.2031899954959,4.52799194552632
"654",11679,"Marshall","Illinois",46,58465,30808,1193,10.2149156605874,2.68002397465536
"655",13621,"Mason","Illinois",45.2,48417,28534,1911,14.0298069157918,3.28903898392189
"656",14219,"Massac","Illinois",43.5,47481,23539,2331,16.3935579154652,1.82150643505169
"657",30479,"McDonough","Illinois",33,44471,24094,5928,19.4494570031825,3.55982807834903
"658",307714,"McHenry","Illinois",40.2,86799,39006,21281,6.91583743346094,2.31416185158946
"659",172578,"McLean","Illinois",33.1,67675,34532,24575,14.2399378831601,1.69314744637208
"660",12306,"Menard","Illinois",43.2,74684,37098,1127,9.15813424345848,2.60035754916301
"661",15589,"Mercer","Illinois",44.9,59787,29268,1482,9.50670344473667,2.22592853935467
"662",34168,"Monroe","Illinois",42,85747,42152,1400,4.09740107703114,1.56286583938188
"663",28828,"Montgomery","Illinois",43.3,52748,26609,4284,14.8605522408769,1.92174275010407
"664",34247,"Morgan","Illinois",40.8,51437,26755,4382,12.7952813385114,2.67176687009081
"665",14641,"Moultrie","Illinois",40.7,61456,29538,1040,7.10333993579674,1.47530906358855
"666",51025,"Ogle","Illinois",42.4,60986,31397,4787,9.38167564919157,3.02988731014209
"667",182770,"Peoria","Illinois",37.5,55842,32041,27783,15.201072386059,3.61000164140723
"668",21251,"Perry","Illinois",42.2,52428,26035,2974,13.9946355465625,2.49870594324973
"669",16401,"Piatt","Illinois",42.9,70849,33468,846,5.15822205963051,2.50594475946589
"670",15672,"Pike","Illinois",42,47492,26157,2100,13.3996937212864,2.76927003573252
"671",4203,"Pope","Illinois",52.5,38056,22065,620,14.7513680704259,5.04401617891982
"672",5510,"Pulaski","Illinois",44,34640,21605,1116,20.2540834845735,3.32123411978221
"673",5721,"Putnam","Illinois",48.1,63638,34438,480,8.39014158363922,1.34591854570879
"674",32295,"Randolph","Illinois",41.6,53816,26558,3612,11.18439386902,2.0684316457656
"675",15766,"Richland","Illinois",42,48894,26358,2278,14.4488139033363,2.69567423569707
"676",143873,"Rock Island","Illinois",40.1,54858,29756,19391,13.4778589450418,2.86572185191106
"677",23994,"Saline","Illinois",42.2,44090,25342,4936,20.5718096190714,3.40085021255314
"678",196861,"Sangamon","Illinois",40.3,61912,35509,27995,14.2206937890186,2.95741665439066
"679",6953,"Schuyler","Illinois",46.3,52357,24831,1291,18.5675248094348,3.36545376096649
"680",5005,"Scott","Illinois",44.6,57118,27052,643,12.8471528471528,2.87712287712288
"681",21737,"Shelby","Illinois",45.1,52953,27029,2327,10.7052491144132,2.21741730689608
"682",262338,"St. Clair","Illinois",38.6,55179,30807,38099,14.5228674458142,3.33539174652547
"683",5447,"Stark","Illinois",45.1,54907,30018,826,15.1643106297044,1.3769047181935
"684",45093,"Stephenson","Illinois",45.3,48805,27911,6000,13.3058346084758,3.49943450202914
"685",133195,"Tazewell","Illinois",41,63454,33507,10744,8.06636885768985,2.18701903224596
"686",16968,"Union","Illinois",43.7,50625,25879,3005,17.7098066949552,2.82885431400283
"687",77563,"Vermilion","Illinois",40.4,46515,25307,14081,18.1542745896884,2.823511210242
"688",11546,"Wabash","Illinois",43.8,50770,27781,1373,11.8915641780703,1.6715745712801
"689",17146,"Warren","Illinois",39.8,50310,25730,2066,12.0494575994401,3.88428788055523
"690",14058,"Washington","Illinois",43.9,61763,32838,980,6.97111964717599,2.49679897567222
"691",16402,"Wayne","Illinois",43.4,50251,26313,2164,13.1935129862212,1.34129984148275
"692",13868,"White","Illinois",44.3,49290,26746,1887,13.6068647245457,3.0213441015287
"693",56016,"Whiteside","Illinois",43.4,54232,29856,5852,10.4470151385318,2.20472722079406
"694",689315,"Will","Illinois",37.9,86961,36524,45834,6.64920972269572,2.50886749889383
"695",67102,"Williamson","Illinois",41.2,50734,28375,8964,13.3587672498584,2.59306727072218
"696",284819,"Winnebago","Illinois",39.7,54489,29278,43574,15.2988389117299,4.13385342972203
"697",38700,"Woodford","Illinois",40.5,72808,37170,2651,6.85012919896641,1.86304909560724
"698",35376,"Adams","Indiana",33.5,52504,23316,5825,16.4659656264134,1.62539574853008
"699",372575,"Allen","Indiana",35.9,54857,29160,48580,13.0389854391733,2.52378715694827
"700",82481,"Bartholomew","Indiana",37.8,63431,31774,10859,13.1654562869024,2.14352396309453
"701",8677,"Benton","Indiana",40.5,49488,25187,1157,13.334101648035,1.60193615304829
"702",12013,"Blackford","Indiana",44,43505,24302,1509,12.5613918255224,2.68042953467077
"703",65544,"Boone","Indiana",38.1,83077,48295,3848,5.87086537287929,1.02221408519468
"704",15064,"Brown","Indiana",50,61030,34372,1343,8.91529474243229,2.21056824216675
"705",20074,"Carroll","Indiana",42.9,54806,29366,1912,9.52475839394241,1.49447045930059
"706",37880,"Cass","Indiana",40.8,49415,24948,5353,14.1314677930306,2.26240760295671
"707",116507,"Clark","Indiana",39.1,55630,29062,11544,9.90841751997734,2.56121949754092
"708",26234,"Clay","Indiana",41.5,55637,26257,3217,12.2627125104826,1.97453686056263
"709",32273,"Clinton","Indiana",37.8,54286,24489,3916,12.1339819663496,1.89322343754842
"710",10569,"Crawford","Indiana",43,41662,22443,1858,17.579714258681,1.54224619169269
"711",33120,"Daviess","Indiana",34.4,53629,23848,3888,11.7391304347826,1.65760869565217
"712",49479,"Dearborn","Indiana",42.5,68658,30800,4446,8.98563026738616,1.93213282402635
"713",26562,"Decatur","Indiana",39.2,57949,27006,2981,11.2227994879904,1.98027256983661
"714",42927,"DeKalb","Indiana",39.1,56421,29073,4821,11.2306939688308,1.844992661961
"715",115020,"Delaware","Indiana",35.6,43512,25107,23562,20.4851330203443,3.2376977916884
"716",42543,"Dubois","Indiana",40.3,60666,30366,3767,8.85457066967539,1.06480502080248
"717",204558,"Elkhart","Indiana",35.6,57021,26150,24885,12.1652538644296,2.23750721066886
"718",23194,"Fayette","Indiana",42.8,46175,24015,4336,18.6944899542985,2.30663102526515
"719",77320,"Floyd","Indiana",39.8,64468,33478,7432,9.6120020693223,2.00594930160372
"720",16430,"Fountain","Indiana",43.4,52874,28058,1802,10.9677419354839,2.09981740718198
"721",22774,"Franklin","Indiana",42.2,62462,29166,2055,9.023447791341,1.29533678756477
"722",20096,"Fulton","Indiana",41.3,52034,26427,2442,12.1516719745223,2.06011146496815
"723",33656,"Gibson","Indiana",40.3,55462,28076,3051,9.06524839553126,1.49156168290944
"724",66452,"Grant","Indiana",40.3,44356,23046,10953,16.4825738879191,3.38590260639258
"725",32159,"Greene","Indiana",43.1,51613,25453,4527,14.0769302528064,2.23576603750117
"726",323117,"Hamilton","Indiana",37.1,98173,49287,14700,4.54943565333919,1.51369318234571
"727",75164,"Hancock","Indiana",39.8,74072,34119,4941,6.57362567186419,1.31845032196264
"728",39940,"Harrison","Indiana",42.3,57712,28119,4326,10.8312468703055,2.40110165247872
"729",163799,"Hendricks","Indiana",37.7,81933,36569,8021,4.89685529215685,1.97742354959432
"730",48255,"Henry","Indiana",42.1,49832,24687,6748,13.9840431043415,2.41011294166408
"731",82331,"Howard","Indiana",41.7,52373,28129,12046,14.6311838797051,2.43650629774933
"732",36359,"Huntington","Indiana",40.7,53632,26502,3809,10.4760857009269,1.46318655628593
"733",44025,"Jackson","Indiana",38.5,51250,25840,6268,14.2373651334469,2.13287904599659
"734",33447,"Jasper","Indiana",40.3,63892,28240,2648,7.91700301970281,1.90151583101623
"735",20840,"Jay","Indiana",39.7,47658,23443,2887,13.8531669865643,1.8042226487524
"736",32201,"Jefferson","Indiana",40.8,52718,27152,4001,12.4250799664607,1.96267196670911
"737",27710,"Jennings","Indiana",39.8,54191,26017,2987,10.779501984843,1.57704799711296
"738",153716,"Johnson","Indiana",37.5,72440,34408,11196,7.28356189336178,1.77470139738219
"739",37065,"Knox","Indiana",37.9,47380,26041,5381,14.5177391069742,2.09901524349116
"740",79035,"Kosciusko","Indiana",38.5,61366,29786,7584,9.595748718922,1.91181122287594
"741",39193,"LaGrange","Indiana",31.1,64498,24549,2489,6.35062383588906,0.893016610108948
"742",485707,"Lake","Indiana",39.1,56128,28923,74629,15.365024593016,3.37899186134851
"743",110154,"LaPorte","Indiana",40.3,53658,27264,15490,14.0621311981408,2.82513571908419
"744",45548,"Lawrence","Indiana",43.1,53610,26603,5549,12.1827522613507,2.10327566523228
"745",129455,"Madison","Indiana",40.4,49522,25557,20338,15.710478544668,2.65729404040014
"746",951869,"Marion","Indiana",34.3,48316,28566,165969,17.4361177851154,3.28122882455464
"747",46461,"Marshall","Indiana",40,52658,25761,5918,12.7375648393276,2.34605367943006
"748",10212,"Martin","Indiana",42.7,52726,26758,1156,11.3200156678418,1.20446533490012
"749",35815,"Miami","Indiana",40.1,50657,24028,5110,14.2677649029736,2.21974033226302
"750",146461,"Monroe","Indiana",29.6,49839,28514,30706,20.9653081707758,2.88336144092967
"751",38287,"Montgomery","Indiana",40.2,55522,27162,4198,10.9645571603939,1.95888944027999
"752",69922,"Morgan","Indiana",41.5,64335,30721,7225,10.3329424215554,2.58001773404651
"753",13992,"Newton","Indiana",43.1,55356,26007,1762,12.5929102344197,3.74499714122356
"754",47506,"Noble","Indiana",38.7,56789,26832,3453,7.26855555087778,1.98501241948385
"755",5874,"Ohio","Indiana",47.4,60128,30517,412,7.01395982294859,0.851208716377256
"756",19545,"Orange","Indiana",42.4,47917,24080,2848,14.5715016628294,1.69864415451522
"757",20835,"Owen","Indiana",45.2,49543,25209,3154,15.1379889608831,2.66378689704824
"758",16946,"Parke","Indiana",43.2,52618,23574,2243,13.2361619261183,2.4961642865573
"759",19102,"Perry","Indiana",42,52348,25707,2067,10.8208564548215,1.37681918123757
"760",12378,"Pike","Indiana",43.7,50194,25624,1418,11.4558086928421,1.75311035708515
"761",168636,"Porter","Indiana",39.5,71152,34595,16249,9.63554638392751,2.16561113878413
"762",25560,"Posey","Indiana",42.6,64196,32091,2255,8.82237871674491,2.08528951486698
"763",12559,"Pulaski","Indiana",41.6,49580,24992,1521,12.1108368500677,2.96201926905008
"764",37384,"Putnam","Indiana",37.9,61047,26120,3620,9.68328696768671,1.42574363364006
"765",24926,"Randolph","Indiana",42.6,48036,24964,3607,14.4708336676563,2.39508946481585
"766",28391,"Ripley","Indiana",40.7,56332,28312,3323,11.7044133704343,2.70508259659751
"767",16641,"Rush","Indiana",41.7,54346,26301,2365,14.2118863049096,2.19938705606634
"768",23759,"Scott","Indiana",41.5,48700,23646,3459,14.5586935477082,2.25598720484869
"769",44438,"Shelby","Indiana",40.8,60404,29583,4903,11.0333498357262,1.84526756379675
"770",20447,"Spencer","Indiana",44,57305,31287,1871,9.15048662395461,1.47698928938231
"771",270216,"St. Joseph","Indiana",36.6,52769,28215,40012,14.8074133285964,2.26374455990763
"772",22952,"Starke","Indiana",41.5,51190,24673,3385,14.7481700941094,2.21767166260021
"773",34453,"Steuben","Indiana",43.7,58279,29949,3061,8.88456738165036,1.70086784895365
"774",20730,"Sullivan","Indiana",41,50245,24356,2209,10.6560540279788,2.12252773757839
"775",10685,"Switzerland","Indiana",40.5,49383,24944,2005,18.7646233036968,2.74216190921853
"776",191553,"Tippecanoe","Indiana",28.2,53130,27451,32662,17.0511555548595,2.15553919802874
"777",15162,"Tipton","Indiana",45.1,58118,31025,1270,8.37620366706239,1.65545442553753
"778",7113,"Union","Indiana",43.5,50375,25661,513,7.21214677351329,0.702938282018839
"779",181291,"Vanderburgh","Indiana",38.3,49708,29638,29122,16.0636766303898,2.35863887341346
"780",15539,"Vermillion","Indiana",42.9,50243,26493,2280,14.6727588647918,3.10830812793616
"781",107459,"Vigo","Indiana",36.2,45230,25113,18815,17.5090034338678,3.3994360639872
"782",31389,"Wabash","Indiana",42.3,54259,27149,3387,10.7904042817548,2.23963808977667
"783",8237,"Warren","Indiana",44.4,60553,31104,948,11.5090445550565,2.00315648901299
"784",62280,"Warrick","Indiana",41.2,73482,37466,4218,6.77263969171484,1.74694926140013
"785",27848,"Washington","Indiana",41.6,47983,25015,3282,11.7854064923872,2.58187302499282
"786",66342,"Wayne","Indiana",40.6,46516,26510,10395,15.6688070905309,2.48259021434385
"787",28011,"Wells","Indiana",40.3,59237,28663,2302,8.21819999285995,1.45657063296562
"788",24149,"White","Indiana",42,54576,27461,2198,9.10182616257402,1.92554557124519
"789",33730,"Whitley","Indiana",41.8,61741,31843,3213,9.52564482656389,1.90927957308034
"790",7085,"Adair","Iowa",45.4,53363,30822,754,10.6422018348624,2.17360621030346
"791",3670,"Adams","Iowa",47.3,49255,28440,508,13.841961852861,1.85286103542234
"792",13813,"Allamakee","Iowa",44.4,52216,27892,1478,10.7000651560125,1.48410917251864
"793",12452,"Appanoose","Iowa",45.7,40167,26012,2170,17.4269193703823,2.93928686154835
"794",5571,"Audubon","Iowa",48.1,52055,30344,632,11.3444623945432,0.933405133728236
"795",25636,"Benton","Iowa",42.6,67729,33301,2216,8.64409424247152,1.59541270088937
"796",132393,"Black Hawk","Iowa",35.2,53539,30563,20129,15.2039760410294,2.39438641015764
"797",26370,"Boone","Iowa",41.8,64000,32889,1973,7.48198710656049,1.52066742510429
"798",24864,"Bremer","Iowa",39.8,70395,32814,1725,6.93774131274131,1.24276061776062
"799",21118,"Buchanan","Iowa",39.1,64837,33373,1812,8.58035798844588,1.13173595984468
"800",20058,"Buena Vista","Iowa",35,57125,26526,2462,12.2744042277396,2.75700468640941
"801",14628,"Butler","Iowa",43.9,57115,30036,1479,10.1107465135357,1.45611156685808
"802",9744,"Calhoun","Iowa",44.6,52323,28434,1133,11.6276683087028,1.04679802955665
"803",20281,"Carroll","Iowa",42,59212,31648,1707,8.41674473645284,1.0896898575021
"804",13091,"Cass","Iowa",44.9,50187,28302,1776,13.566572454358,1.20693606294401
"805",18457,"Cedar","Iowa",42.7,67795,32268,1256,6.80500623069838,1.66332556753535
"806",42834,"Cerro Gordo","Iowa",44.3,53963,32757,4252,9.92669374795723,2.14082271093057
"807",11343,"Cherokee","Iowa",46.3,56550,32999,1201,10.5880278585912,1.71030591554263
"808",12026,"Chickasaw","Iowa",44.5,60034,31095,793,6.59404623316148,0.923000166306336
"809",9360,"Clarke","Iowa",40.5,54427,27416,1177,12.5747863247863,1.53846153846154
"810",16211,"Clay","Iowa",42.9,50521,28747,1723,10.628585528345,2.1960397261119
"811",17625,"Clayton","Iowa",47.3,53152,28294,1993,11.3078014184397,1.2822695035461
"812",46909,"Clinton","Iowa",42.2,51688,28483,5988,12.7651410177152,2.24903536634761
"813",17034,"Crawford","Iowa",38.7,55755,29196,2978,17.4826816954327,3.27580133849947
"814",87099,"Dallas","Iowa",35.4,88479,45090,4521,5.19064512795784,1.53044237017647
"815",8920,"Davis","Iowa",36.8,63404,29387,868,9.73094170403587,1.46860986547085
"816",7979,"Decatur","Iowa",36.4,44462,22875,1331,16.6812883820028,2.29352049128964
"817",17183,"Delaware","Iowa",43.8,63750,32112,1559,9.07292091020194,1.0882849327824
"818",39386,"Des Moines","Iowa",42.9,51267,29941,6214,15.7771797085259,2.65322703498705
"819",17127,"Dickinson","Iowa",48.4,59969,39052,1392,8.12751795410755,1.06848835172535
"820",96982,"Dubuque","Iowa",38.6,63031,32905,10646,10.9772947557279,2.09935864387206
"821",9438,"Emmet","Iowa",42.9,51563,28651,1055,11.1782157236703,1.85420639966095
"822",19803,"Fayette","Iowa",43.8,51128,28643,2173,10.9730848861284,1.56541938090188
"823",15786,"Floyd","Iowa",44.1,50406,29622,2258,14.3038135056379,1.14025085518814
"824",10162,"Franklin","Iowa",42.7,56419,29546,1362,13.4028734501082,1.75162369612281
"825",6946,"Fremont","Iowa",46.2,56750,29261,714,10.279297437374,1.75640656492946
"826",8950,"Greene","Iowa",44.5,53050,28451,731,8.16759776536313,2.41340782122905
"827",12299,"Grundy","Iowa",42.6,68038,36231,677,5.50451256199691,1.14643466948532
"828",10669,"Guthrie","Iowa",45.5,61161,31128,914,8.5668759958759,1.54653669509795
"829",14997,"Hamilton","Iowa",42.6,60910,30127,1452,9.68193638727745,1.36027205441088
"830",10802,"Hancock","Iowa",44.2,61761,30309,1063,9.8407702277356,1.17570820218478
"831",17061,"Hardin","Iowa",44.7,54196,28770,1564,9.1671062657523,0.89678213469316
"832",14089,"Harrison","Iowa",44,63854,32443,1351,9.58904109589041,0.809141883739087
"833",19941,"Henry","Iowa",39.7,53501,26408,1972,9.88917306052856,2.69795897898801
"834",9226,"Howard","Iowa",41.5,55060,29032,810,8.77953609364839,1.26815521352699
"835",9554,"Humboldt","Iowa",42.9,54575,30480,1225,12.8218547205359,2.06196357546577
"836",6901,"Ida","Iowa",43.7,58427,33789,648,9.38994348645124,1.31864947109115
"837",16189,"Iowa","Iowa",41.7,61443,33755,1388,8.57372289826425,1.58749768361233
"838",19401,"Jackson","Iowa",44.3,55967,29660,2500,12.885933714757,1.87619194886861
"839",36971,"Jasper","Iowa",42.1,58952,28604,3186,8.61756511860647,1.91230964810257
"840",18148,"Jefferson","Iowa",42.9,47708,28611,2087,11.4998897950187,3.54309014767468
"841",148577,"Johnson","Iowa",30.3,62542,35108,25469,17.1419533305963,2.03732744637461
"842",20559,"Jones","Iowa",43.1,57549,29453,1755,8.53640741281191,1.57595213774989
"843",10188,"Keokuk","Iowa",43.7,52881,29957,995,9.76639183352964,2.36552807224185
"844",14978,"Kossuth","Iowa",45.5,56073,31225,1602,10.6956870076112,1.53558552543731
"845",34227,"Lee","Iowa",43.1,49564,26710,4658,13.6091389838432,3.39205890086774
"846",223861,"Linn","Iowa",37.7,64903,34545,22272,9.94903087183565,2.03072442274447
"847",11178,"Louisa","Iowa",41.9,56673,29021,1120,10.0196815172661,2.5228126677402
"848",8583,"Lucas","Iowa",44.2,55205,31069,991,11.5460794593965,1.68938599557264
"849",11776,"Lyon","Iowa",38,64982,29124,538,4.56861413043478,1.01902173913043
"850",16012,"Madison","Iowa",40.7,66316,35470,795,4.96502623032725,1.49887584311766
"851",22164,"Mahaska","Iowa",39.3,54825,28174,2949,13.3053600433135,2.01227215304097
"852",33172,"Marion","Iowa",39.4,61038,30644,2466,7.43398046545279,1.15157361630291
"853",39964,"Marshall","Iowa",38.7,56437,27196,4651,11.6379741767591,2.50725653087779
"854",15034,"Mills","Iowa",42.5,72079,34850,1234,8.20806172675269,2.05534122655315
"855",10608,"Mitchell","Iowa",43.6,58302,29676,710,6.69306184012066,1.16892911010558
"856",8730,"Monona","Iowa",46,47605,29591,1242,14.2268041237113,1.53493699885452
"857",7807,"Monroe","Iowa",43,58269,28999,809,10.3624951966184,1.98539771999488
"858",10053,"Montgomery","Iowa",44.2,51696,29781,1180,11.7377897145131,2.04913956033025
"859",42889,"Muscatine","Iowa",38.1,58453,29511,4054,9.45230711837534,1.55284571801627
"860",13835,"O'Brien","Iowa",41.9,53703,30564,1440,10.4083845319841,1.00469822912902
"861",6052,"Osceola","Iowa",44,59725,30955,745,12.309980171844,1.53668208856576
"862",15268,"Page","Iowa",44.1,51867,27390,1619,10.6038773906209,2.22687974849358
"863",9003,"Palo Alto","Iowa",41.4,52932,28445,554,6.15350438742641,0.744196378984783
"864",25068,"Plymouth","Iowa",40,67297,33982,2243,8.94766235838519,0.961385032711026
"865",6797,"Pocahontas","Iowa",47.6,52448,30013,713,10.4899220244225,1.64778578784758
"866",479612,"Polk","Iowa",35.5,67637,35433,48969,10.2101281869511,2.36753876049807
"867",93393,"Pottawattamie","Iowa",39.7,60065,30318,9765,10.4558157463621,1.97338130266722
"868",18388,"Poweshiek","Iowa",40.5,53852,31827,1654,8.99499673700239,2.16445507939961
"869",4964,"Ringgold","Iowa",44,55271,28756,413,8.31990330378727,2.15551974214343
"870",9802,"Sac","Iowa",46.1,58232,32274,947,9.66129361354826,1.34666394613344
"871",172446,"Scott","Iowa",38.3,61183,33643,20389,11.823411386753,1.9617735407026
"872",11606,"Shelby","Iowa",46.4,58000,32703,908,7.82353954850939,1.17180768567982
"873",34827,"Sioux","Iowa",33.4,69844,29360,2047,5.87762368277486,1.48735176730697
"874",96941,"Story","Iowa",26.6,56756,29539,18022,18.5906891820798,2.4953322123766
"875",17032,"Tama","Iowa",42.6,56037,28585,1975,11.5958196336308,1.74964772193518
"876",6167,"Taylor","Iowa",42.3,50431,29778,606,9.82649586508837,1.8161180476731
"877",12358,"Union","Iowa",40.3,49900,27750,1720,13.918109726493,2.29001456546367
"878",7150,"Van Buren","Iowa",45.4,48591,27252,906,12.6713286713287,2.34965034965035
"879",35141,"Wapello","Iowa",39.6,46246,26424,5132,14.6040237898751,2.90259241342022
"880",50076,"Warren","Iowa",38.3,77048,36496,3933,7.85406182602444,1.61953830178129
"881",22100,"Washington","Iowa",40.3,62556,30547,2140,9.68325791855204,1.65610859728507
"882",6429,"Wayne","Iowa",43.2,44768,25628,1086,16.8922071861876,0.746616892207186
"883",36545,"Webster","Iowa",39,47466,26498,4629,12.6665754549186,1.94281023395813
